國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
日本,小偷家族,2018/07/13,1,1,150,"67,100","14,439,672"
南韓,成為母親之後,2018/05/04,1,0,0,389,"83,810"
國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
馬來西亞,南巫,2021/04/02,18,"2,897","681,403","5,950","1,405,470"
中華民國,當男人戀愛時,2021/04/01,99,"495,486","118,044,044","669,805","159,376,827"
美國,無名弒,2021/04/01,92,"38,985","9,180,156","85,485","20,052,440"
日本,煙囪小鎮的普佩,2021/04/01,52,"7,190","1,699,376","17,663","4,189,773"
中華民國,男人與他的海,2021/04/01,30,"6,324","1,399,789","9,617","2,151,453"
南韓,衝鋒戰士 劇場版：恐龍世代,2021/04/01,26,"2,675","630,514","7,193","1,699,640"
美國,誰殺了大個子,2021/04/01,62,"2,391","548,071","6,069","1,397,422"
法國,警慌失措,2021/04/01,36,"2,363","547,120","6,323","1,476,821"
美國,神鬼網戰,2021/04/01,38,"1,751","397,661","5,179","1,185,206"
日本,青春電幻物語：數位修復版,2021/04/01,16,"1,623","374,347","3,008","689,453"
英國,BTS崛起傳奇,2021/04/01,31,651,"162,568","1,958","488,970"
南韓,盡孝的滋味,2021/04/01,9,232,"46,905",496,"99,490"
西班牙,綑著你，困著我 經典數位修復,2021/04/01,7,218,"45,130",503,"102,900"
西班牙,愛慾情狂 經典數位修復,2021/04/01,8,202,"41,515",433,"88,134"
德國,愛在地平線,2021/04/01,12,113,"22,730",273,"55,000"
日本,最後的愛人,2021/04/01,3,6,"1,255",21,"4,490"
日本,令人討厭的松子的一生,2021/03/26,18,"2,320","583,766","8,089","1,955,119"
白俄羅斯,波斯語課,2021/03/26,18,"1,615","374,008","7,592","1,768,354"
英國,盜夢偵探,2021/03/26,16,886,"225,012","4,249","1,074,617"
日本,歡樂時光,2021/03/26,5,312,"74,040",830,"198,068"
法國,巴黎星空下,2021/03/26,7,147,"31,565","1,141","241,725"
泰國,夜遊實驚秀,2021/03/26,13,110,"26,932","2,090","499,505"
西班牙,窗邊上的玫瑰 經典數位修復,2021/03/26,6,75,"15,200",463,"94,855"
德國,我的親親小妹,2021/03/26,4,22,"4,520",318,"64,468"
美國,哥吉拉大戰金剛,2021/03/24,97,"202,952","51,956,870","1,290,057","329,996,622"
美國,游牧人生,2021/03/19,40,"7,267","1,754,178","45,297","10,808,897"
中華民國,愛.殺,2021/03/19,10,447,"116,478","5,200","1,221,207"
中華民國,動保蝙蝠俠,2021/03/19,4,480,"76,640","2,069","295,830"
中華民國,削瘦的靈魂,2021/03/19,7,249,"58,495","1,778","403,094"
日本,鳴鳥不飛：Don’t stay gold,2021/03/19,14,233,"37,760","4,373","700,590"
日本,前田建設奇幻營業部,2021/03/19,2,88,"22,055","3,339","773,609"
日本,太陽不會動,2021/03/19,2,61,"13,895","3,097","693,397"
義大利,西西里恐怖故事,2021/03/19,8,52,"13,490","5,874","1,404,988"
美國,老娘演很大,2021/03/19,1,16,"3,285","2,981","695,162"
南韓,孩子別哭,2021/03/19,1,3,770,"1,812","406,143"
德國,父愁者聯盟,2021/03/19,1,1,240,"3,888","889,583"
美國,花漾女子,2021/03/12,25,425,"104,228","30,524","7,203,073"
中華民國,尼泊爾布思議,2021/03/12,2,210,"33,600","2,192","314,720"
英國,波麗萊多里鬼屋,2021/03/12,9,118,"28,064","22,374","5,258,087"
中華民國,揭大歡喜,2021/03/12,4,121,"27,522","10,003","2,284,056"
日本,間諜之妻,2021/03/12,4,104,"24,110","4,128","920,142"
南韓,今天決定我愛你,2021/03/12,2,22,"4,590","13,201","3,088,493"
西班牙,倒數第N次分手,2021/03/12,1,26,"4,160",402,"85,414"
美國,終極異噬界,2021/03/12,3,3,600,"9,797","2,215,430"
美國,尋龍使者：拉雅,2021/03/05,80,"12,459","2,955,208","243,366","58,872,196"
丹麥,醉好的時光,2021/03/05,10,"1,076","258,507","15,769","3,708,079"
日本,淺田家！,2021/03/05,11,354,"82,664","23,055","5,449,431"
英國,噪反,2021/03/05,12,99,"22,396","71,613","17,257,216"
中華民國,東經北緯,2021/03/05,4,45,"10,810","12,508","2,953,698"
日本,Fate/Grand Order-神聖圓桌領域卡美洛-Wandering; Agateram,2021/03/05,1,29,"6,420","14,029","3,488,631"
中華民國,聽見臺灣,2021/03/05,2,102,"22,495","2,485","521,900"
日本,銀魂 THE FINAL,2021/02/26,10,396,"99,648","40,066","9,614,873"
日本,澪之料理帖,2021/02/26,1,103,"23,980","1,793","373,770"
英國,詐欺女王,2021/02/26,9,60,"15,650","69,763","17,053,262"
德國,100%小狼人,2021/02/26,2,51,"12,266","22,470","5,185,908"
中華民國,複身犯,2021/02/26,1,43,"10,277","61,742","14,576,088"
中國大陸,刺殺小說家,2021/02/26,2,35,"6,220","15,800","3,799,509"
日本,夏目友人帳 特別上映版:喚石與可疑訪客,2021/02/26,3,26,"5,596","22,646","5,379,412"
美國,結婚計念日,2021/02/19,5,299,"27,815","10,449","2,352,621"
日本,超時空甩尾 經典重映,2021/02/19,1,4,680,"6,032","1,559,246"
日本,STAND BY ME 哆啦A夢2,2021/02/10,7,393,"92,919","167,957","41,179,918"
中華民國,金不厭詐,2021/02/10,1,235,"54,050","5,938","1,329,054"
英國,偷天行動,2021/02/10,5,402,"29,730","9,412","2,076,665"
新加坡,男兒王,2021/02/10,5,190,"17,020","15,523","3,443,512"
中華民國,跟你老婆去旅行,2021/02/10,1,47,"5,330","55,429","13,075,995"
中華民國,我沒有談的那場戀愛,2021/02/10,1,9,"2,046","158,551","37,910,818"
中華民國,角頭－浪流連,2021/02/05,15,273,"60,851","683,137","161,708,385"
德國,諾亞方舟大冒險,2021/02/05,3,656,"36,465","9,477","1,942,590"
英國,大鼻子情聖,2021/02/01,4,18,"11,520",703,"477,880"
俄羅斯,海豚總動員,2021/01/29,4,478,"29,150","11,623","2,365,278"
泰國,騙騙愛上你,2021/01/29,5,311,"22,815","8,448","1,883,583"
美國,幽靈戰場,2021/01/29,3,67,"7,155","2,737","470,739"
伊朗,無邪,2021/01/29,1,12,"1,840","3,508","763,756"
美國,細物警探,2021/01/28,6,398,"39,750","46,777","10,831,507"
日本,想見你的愛,2021/01/22,4,160,"11,505","17,918","4,281,947"
西班牙,她們玩到掛,2021/01/22,1,44,"3,860",936,"179,735"
日本,約定的夢幻島,2021/01/20,1,44,"6,720","33,869","8,042,441"
日本,《屁屁偵探：咖哩香料事件》 《屁屁偵探：瓢蟲遺跡之謎》,2021/01/19,2,57,"14,446","49,814","11,639,680"
英國,議事錄,2021/01/16,1,1,800,358,"228,680"
美國,馬德里金庫盜數90分鐘,2021/01/15,6,"1,138","80,895","117,756","27,340,762"
日本,死亡醫生的遺產-BLACK FILE-,2021/01/15,3,120,"11,315","10,806","2,442,762"
法國,蠢蛋告別式,2021/01/15,3,74,"4,785","1,892","315,290"
日本,凶宅怪談,2021/01/15,1,26,"4,160","11,392","2,644,804"
英國,戰馬,2021/01/15,1,6,"4,080",714,"480,080"
日本,千年女優 4K 數位修復版,2021/01/15,1,6,930,"9,791","2,481,090"
香港,拆彈專家2,2020/12/31,7,"1,336","107,600","387,890","91,603,279"
中華民國,杏林醫院,2020/12/31,1,14,"2,080","128,164","29,337,286"
美國,靈魂急轉彎,2020/12/25,3,133,"33,512","764,977","184,429,006"
美國,真愛鄰距離,2020/12/24,1,68,"6,300","6,758","1,392,981"
美國,神力女超人1984,2020/12/17,7,469,"37,060","985,514","249,428,197"
日本,信用詐欺師JP:公主篇,2020/12/11,1,31,"6,820","24,704","5,665,898"
美國,求婚好意外,2020/12/11,1,31,"3,410","27,073","6,126,107"
美國,古魯家族：新石代,2020/11/27,2,150,"9,780","78,413","17,228,282"
伊朗,緝毒風暴,2020/11/27,1,25,"2,770","3,162","617,900"
日本,鬼滅之刃劇場版 無限列車篇,2020/10/30,3,317,"80,892","2,600,019","634,033,776"
中華民國,親愛的房客,2020/10/23,1,25,"2,750","164,266","38,724,142"
中華民國,一家之主,2020/10/07,1,74,"19,980",207,"44,585"
中華民國,刻在你心底的名字,2020/09/30,1,34,"6,800","441,627","103,428,310"
日本,紫羅蘭永恆花園電影版,2020/09/30,1,10,"3,664","110,910","27,700,324"
加拿大,哈柏太空之旅 3D,2019/02/04,1,0,0,746,"109,300"
加拿大,深海獵奇 3D,2019/02/03,1,0,0,"1,469","180,679"
西班牙,顫抖的慾望 經典數位修復,2013/08/30,6,67,"13,815",598,"120,550"
國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
香港,霸王別姬,2018/12/14,25,"16,681","3,954,801","25,508","6,078,621"
中華民國,後勁：王建民,2018/12/14,31,"8,712","2,017,799","16,992","3,964,425"
日本,電影版我的英雄學院二人的英雄,2018/12/14,20,"7,454","1,789,434","16,311","3,923,604"
法國,野放動物,2018/12/14,10,959,"208,715","1,849","398,185"
德國,奇蹟熱氣球,2018/12/14,7,682,"141,889","1,539","324,252"
英國,WESTWOOD：龐克時尚教母,2018/12/14,7,246,"53,130",404,"87,710"
法國,影像之書,2018/12/14,7,211,"44,805",419,"89,297"
美國,蜘蛛人：新宇宙,2018/12/13,90,"43,631","9,942,482","107,747","24,539,911"
美國,水行俠,2018/12/12,96,"508,886","124,059,002","1,124,799","274,177,000"
日本,POKE'MON THE MOVIE劇場版精靈寶可夢我們的故事,2018/12/07,32,"4,540","1,060,347","38,855","9,038,211"
美國,寡婦,2018/12/07,64,"3,515","798,740","39,421","9,048,213"
日本,夏目友人帳劇場版緣結空蟬,2018/12/07,25,"2,898","678,746","21,468","4,994,076"
美國,美麗男孩,2018/12/07,8,317,"68,840","3,632","803,940"
日本,SUNNY我們的青春,2018/12/07,5,189,"42,810","3,010","681,911"
法國,聖草之愛,2018/12/07,4,185,"37,080","1,005","206,280"
南韓,夜半鬼哭聲,2018/12/07,5,160,"34,070","2,912","642,353"
印度,廁所愛情故事,2018/12/07,5,150,"29,945","1,761","351,670"
日本,K SEVEN STORIES Episode6「CircleVision～NamelessSong～」,2018/12/07,7,63,"14,290",985,"228,224"
法國,天使的臉孔,2018/12/07,3,61,"12,520",484,"99,147"
日本,愛的奴隸,2018/12/07,3,20,"4,300",318,"70,600"
阿根廷,這旅程使命必達,2018/12/07,1,11,"2,450",345,"73,997"
美國,移動城市：致命引擎,2018/12/06,92,"31,414","7,201,545","248,345","58,239,832"
中華民國,小美,2018/12/01,3,96,"20,615","5,232","1,180,592"
南韓,分秒幣爭,2018/11/30,25,"2,403","543,483","19,656","4,407,970"
中華民國,幸福定格,2018/11/30,10,"1,534","341,783","10,084","2,300,758"
南韓,非賣品,2018/11/30,12,"1,060","238,380","36,713","8,357,429"
美國,金牌拳手：父仇,2018/11/30,17,531,"126,050","50,091","11,492,398"
丹麥,傑克蓋的房子,2018/11/30,4,375,"84,120","5,485","1,252,024"
日本,世界最長的照片,2018/11/30,1,303,"63,645","2,258","475,514"
美國,被遺忘的幸福,2018/11/30,3,217,"41,960","4,550","988,481"
挪威,不可能的逃亡,2018/11/30,2,70,"14,365","3,199","690,159"
法國,愛情賭徒,2018/11/30,1,38,"7,625",726,"159,880"
美國,無敵破壞王2：網路大暴走,2018/11/29,88,"38,104","8,862,315","529,071","122,474,747"
中華民國,人面魚紅衣小女孩外傳,2018/11/23,59,"6,239","1,429,507","323,830","72,380,408"
挪威,芮氏9.6,2018/11/23,3,20,"4,220","50,585","11,310,611"
日本,電影版七大罪天空的囚人,2018/11/23,1,10,"2,340","6,644","1,604,676"
中華民國,比悲傷更悲傷的故事,2018/11/18,95,"111,298","25,640,650","896,835","206,652,166"
法國,師聲對決,2018/11/16,2,128,"16,060","5,075","1,087,796"
英國,艾瑞克克萊普頓：藍調天堂路,2018/11/16,1,20,"4,990","2,498","580,075"
比利時,劫局,2018/11/16,1,37,"3,700","1,951","414,906"
美國,怪獸與葛林戴華德的罪行,2018/11/15,50,"6,315","1,551,196","1,045,935","253,266,296"
美國,鬼靈精,2018/11/09,2,256,"57,240","73,081","16,536,308"
中華民國,誰先愛上他的,2018/11/02,11,"1,385","330,461","283,506","65,370,156"
美國,波希米亞狂想曲,2018/11/02,7,"1,202","289,985","137,685","32,941,258"
美國,生命中的美好意外,2018/11/02,1,43,"9,460","15,510","3,624,365"
日本,大聲點笨蛋！完全不知道你在唱什麼,2018/10/28,14,244,"53,360",767,"172,730"
英國,馬修．伯恩版仙履奇緣,2018/10/27,2,48,"31,760",167,"109,680"
中華民國,疾風魅影-黑貓中隊,2018/10/26,2,470,"96,000","16,182","3,500,888"
俄羅斯,夏,2018/10/26,2,30,"6,616",30,"6,616"
美國,潛艦獵殺令,2018/10/26,1,3,640,"323,350","74,729,933"
中華民國,哈囉！有事嗎,2018/10/23,2,86,"4,600","5,440","1,186,687"
中華民國,紅盒子,2018/10/19,2,291,"57,610","31,083","6,821,087"
英國,凱撒大帝(英國國家劇院現場),2018/10/19,2,47,"31,360",676,"450,440"
美國,怪物遊戲2：妖獸讚,2018/10/19,4,240,"23,405","47,516","10,505,327"
南韓,極智對決,2018/10/19,2,154,"22,580","31,958","7,130,067"
英國,劊子手(英國國家劇院現場),2018/10/19,2,21,"14,480",565,"367,440"
美國,億萬男孩俱樂部,2018/10/19,2,67,"9,040","25,397","5,989,798"
日本,檢方的罪人,2018/10/19,2,64,"8,240","22,750","5,164,633"
英國,一週斃命：不死退費,2018/10/12,3,112,"13,630","5,201","1,143,905"
美國,滴答屋,2018/10/10,9,667,"67,000","110,391","25,337,426"
美國,一個巨星的誕生,2018/10/09,2,18,"4,540","685,986","161,693,403"
香港,無雙,2018/10/05,6,430,"37,015","205,802","46,237,327"
南韓,鬼神拍檔,2018/10/05,1,29,"2,900","10,938","2,419,904"
美國,人肉搜索,2018/09/28,11,"1,714","144,355","61,073","13,873,813"
美國,小腳怪,2018/09/28,6,"1,086","113,950","97,688","21,854,930"
美國,判決,2018/09/28,3,192,"36,220","16,204","3,622,715"
中國大陸,塑料王國,2018/09/28,1,51,"11,220","3,464","742,662"
香港,歐洲攻略,2018/09/28,1,129,"7,095","8,915","1,790,402"
日本,陪睡大人,2018/09/28,1,30,"4,660","7,519","1,654,298"
美國,凸搥特派員:三度出擊,2018/09/21,11,"1,874","139,120","257,758","58,825,425"
日本,一屍到底,2018/09/21,10,"1,267","127,050","232,413","53,193,060"
美國,惡魔島,2018/09/21,6,699,"48,325","170,024","39,175,744"
香港,黃金兄弟,2018/09/21,5,276,"23,475","69,770","15,760,441"
美國,極地之王,2018/09/21,2,219,"17,790","23,773","4,969,201"
美國,血薄荷,2018/09/21,3,237,"15,550","70,746","15,115,470"
美國,失蹤網紅,2018/09/14,3,220,"24,940","104,718","23,751,476"
美國,德魯大叔,2018/09/14,1,67,"10,170","17,980","4,254,551"
美國,終極戰士：掠奪者,2018/09/14,2,81,"6,590","188,727","43,561,059"
中華民國,山的那一邊,2018/09/07,1,21,"3,270","24,492","5,428,841"
美國,鬼修女,2018/09/06,6,478,"46,285","478,137","112,654,612"
中華民國,粽邪,2018/08/31,2,372,"22,500","219,737","49,263,665"
美國,私刑教育2,2018/08/30,5,359,"24,285","307,686","70,221,511"
美國,殺戮元年,2018/08/24,2,375,"19,915","66,354","15,126,779"
美國,瘋狂亞洲富豪,2018/08/24,3,235,"15,810","285,857","66,359,841"
中華民國,鬥魚,2018/08/17,1,128,"7,040","136,948","30,567,269"
美國,摯友維尼,2018/08/03,1,30,"4,200","103,333","23,510,154"
美國,不可能的任務：全面瓦解,2018/07/25,3,352,"20,420","1,897,408","447,478,925"
美國,尖叫旅社3:怪獸假期,2018/07/19,1,51,"7,300","310,501","68,677,290"
南韓,REAL,2017/08/04,1,31,"6,820","23,469","5,185,438"
法國,高潮,2012/05/04,8,575,"122,650",599,"127,960"
俄羅斯,馴悍記,2006/09/02,1,33,"20,960",72,"44,760"
國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
美國,叢林奇航,2021/07/30,94,"23,965","6,019,654","45,436","11,470,705"
美國,詭老,2021/07/30,89,"6,833","1,678,114","11,705","2,879,937"
南韓,怪奇大廈,2021/07/30,38,"1,229","305,519","2,164","537,249"
日本,罪之聲,2021/07/30,34,461,"103,381",895,"204,091"
日本,太陽出來之後,2021/07/30,17,235,"49,439",396,"83,606"
伊朗,淘寶少年,2021/07/30,12,203,"41,535",325,"67,412"
法國,理髮師的男人 經典數位修復,2021/07/30,8,150,"29,010",248,"48,889"
法國,小王子公主心,2021/07/30,10,98,"20,635",172,"36,873"
中國大陸,除暴,2021/07/30,3,44,"10,365",76,"17,857"
日本,破碎的瞬間,2021/07/30,9,44,"9,875",92,"20,650"
日本,瀧澤歌舞伎 ZERO 2020 THE MOVIE,2021/07/27,2,93,"19,110",260,"69,210"
美國,厲陰宅3：是惡魔逼我的,2021/07/22,93,"10,457","2,678,442","35,242","8,851,666"
南韓,極速引爆,2021/07/22,41,519,"126,439","5,126","1,225,902"
香港,手捲煙,2021/07/22,12,113,"24,655",763,"172,798"
日本,群青戰記,2021/07/22,12,98,"21,847",744,"164,132"
俄羅斯,宇宙特攻隊,2021/07/22,7,10,"2,140",183,"41,912"
西班牙,人聲,2021/07/17,9,317,"49,605",329,"52,665"
日本,花束般的戀愛,2021/07/16,18,467,"121,936","3,342","841,276"
法國,貝加爾湖隱居札記：在這喧囂的世界，一個人到西伯利亞森林住半年,2021/07/16,5,44,"10,285",586,"122,321"
日本,紅色房間之惡女七星級,2021/07/16,1,0,0,5,"1,245"
美國,怪物奇兵 全新世代,2021/07/15,49,749,"187,874","11,381","2,784,631"
美國,黑寡婦,2021/07/14,93,"21,154","5,370,683","155,281","39,996,254"
日本,燕尾蝶：數位經典版,2021/07/14,7,231,"48,235","1,277","281,191"
美國,失控的審判,2021/07/14,13,117,"26,335","1,778","399,630"
南韓,韓國校園恐怖怪談：點名沒到的學生,2021/07/14,5,37,"10,125",922,"228,672"
法國,野蠻糾碴隊,2021/07/14,2,7,"2,070",225,"51,236"
南韓,薄荷糖,2021/05/14,9,525,"111,770","1,077","226,360"
日本,LIP×LIP 享受這世界的方法,2021/05/14,11,167,"39,174",697,"165,527"
中華民國,轉彎之後......,2021/05/14,7,13,"3,190",781,"181,496"
美國,死亡漩渦：奪魂鋸新遊戲,2021/05/12,10,45,"12,320","15,998","3,783,280"
南韓,催魂頻率,2021/05/12,1,0,0,681,"159,125"
英國,鬼護士,2021/05/07,1,10,"2,065","3,277","740,055"
中華民國,非法母親,2021/04/30,1,167,"26,720","2,041","286,743"
美國,玩命鈔劫,2021/04/29,15,357,"87,121","328,738","81,638,146"
美國,一級任務,2021/04/29,1,37,"2,035","6,465","1,434,202"
日本,真．鮫島事件,2021/04/23,1,28,"1,540","1,102","245,998"
美國,搖滾農莊錄音趣,2021/04/23,1,3,655,"2,599","619,274"
日本,名偵探柯南 緋色的彈丸,2021/04/16,12,299,"77,668","274,432","65,128,796"
中華民國,聽見歌 再唱,2021/04/16,11,88,"16,415","355,150","82,168,118"
日本,跟著奈良美智去旅行 經典重映,2021/04/16,1,3,600,"1,196","258,383"
南韓,永生戰,2021/04/12,1,44,"2,420","188,480","44,836,633"
美國,殺戮輪迴,2021/04/09,1,20,"1,100","1,078","236,566"
美國,真人快打,2021/04/08,2,75,"6,164","122,363","29,959,129"
馬來西亞,南巫,2021/04/02,1,60,"11,785","8,414","1,984,582"
中華民國,當男人戀愛時,2021/04/01,23,327,"84,174","1,696,402","405,328,135"
法國,警慌失措,2021/04/01,1,59,"7,001","6,662","1,526,751"
美國,無名弒,2021/04/01,1,104,"5,720","104,357","24,519,670"
美國,誰殺了大個子,2021/04/01,2,60,"4,380","6,412","1,459,127"
美國,游牧人生,2021/03/19,1,33,"3,827","70,487","16,768,515"
美國,花漾女子,2021/03/12,1,57,"3,135","31,800","7,497,278"
英國,波麗萊多里鬼屋,2021/03/12,1,6,687,"22,441","5,266,260"
中華民國,揭大歡喜,2021/03/12,1,12,660,"10,030","2,286,366"
南韓,今天決定我愛你,2021/03/12,1,10,550,"13,469","3,114,493"
中華民國,東經北緯,2021/03/05,1,15,"1,850","13,485","3,117,513"
中華民國,複身犯,2021/02/26,1,11,"1,210","63,091","14,673,848"
新加坡,男兒王,2021/02/10,1,25,"2,967","15,585","3,451,129"
美國,湯姆貓與傑利鼠,2021/02/10,2,22,"2,560","121,481","28,292,967"
中華民國,我沒有談的那場戀愛,2021/02/10,1,15,"1,650","159,799","38,015,678"
中華民國,角頭－浪流連,2021/02/05,2,8,910,"683,571","161,750,745"
美國,靈魂急轉彎,2020/12/25,3,20,"1,685","768,124","184,649,956"
英國,俘虜,2020/12/15,1,24,"4,740","11,812","2,749,369"
南韓,綠洲：數位經典版,2020/11/06,1,24,"5,170","4,630","1,040,745"
法國,燃燒女子的畫像,2019/12/20,1,61,"11,750","15,884","3,493,278"
南韓,燃燒烈愛,2018/06/29,1,49,"10,600","8,447","1,832,553"
法國,雙面薇若妮卡 經典數位修復,2016/07/16,5,206,"40,485",269,"54,525"
國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
中華民國,聽見歌 再唱,2021/04/16,98,"106,052","24,502,498","172,274","39,964,636"
日本,名偵探柯南 緋色的彈丸,2021/04/16,98,"91,749","21,753,480","197,479","46,807,978"
日本,劇場版 假面騎士ZERO-ONE REAL×TIME+劇場短篇 假面騎士聖刃 不死鳥的劍士與破滅之書,2021/04/16,12,"3,007","756,738","8,018","2,033,925"
日本,樹海村,2021/04/16,41,"2,664","626,687","6,741","1,600,954"
法國,佳麗村三姊妹,2021/04/16,14,509,"110,060",784,"172,051"
日本,跟著奈良美智去旅行 經典重映,2021/04/16,12,473,"101,945",882,"191,373"
冰島,暖心龍蝦湯,2021/04/16,4,311,"69,995",513,"115,821"
日本,純情學生俏家教,2021/04/16,3,13,"2,560",36,"7,310"
南韓,永生戰,2021/04/12,92,"51,383","12,232,319","158,999","37,860,379"
英國,鐵幕行動,2021/04/09,50,"4,022","1,007,856","27,451","6,659,792"
義大利,郵差,2021/04/09,20,"1,380","301,224","5,259","1,165,340"
羅馬尼亞,一場大火之後,2021/04/09,10,680,"148,173","2,033","438,351"
中華民國,多肉女子生存之道,2021/04/09,6,642,"102,640","1,933","268,140"
日本,歡樂時光,2021/04/09,4,161,"35,505",805,"179,200"
美國,友你真好,2021/04/09,10,137,"27,791","2,411","531,967"
法國,淚水成鹽,2021/04/09,4,96,"18,800",552,"111,675"
美國,私刑救援,2021/04/09,7,61,"14,040","1,532","344,441"
日本,戀愛腦內諮商室,2021/04/09,4,51,"12,715",721,"166,490"
美國,殺戮輪迴,2021/04/09,7,24,"5,455","1,042","234,586"
美國,真人快打,2021/04/08,96,"15,871","3,926,308","116,245","28,477,999"
南韓,逐夢練習曲,2021/04/08,12,561,"135,442","6,349","1,525,887"
馬來西亞,南巫,2021/04/02,8,779,"185,645","7,888","1,861,622"
中華民國,當男人戀愛時,2021/04/01,99,"296,559","71,174,265","1,380,074","329,450,716"
美國,無名弒,2021/04/01,74,"4,762","1,158,400","102,607","24,136,650"
中華民國,男人與他的海,2021/04/01,21,"4,843","1,097,762","20,210","4,564,219"
日本,青春電幻物語：數位修復版,2021/04/01,5,360,"87,235","4,080","941,333"
南韓,衝鋒戰士 劇場版：恐龍世代,2021/04/01,8,260,"60,181","7,989","1,881,610"
日本,煙囪小鎮的普佩,2021/04/01,14,190,"45,281","18,862","4,472,708"
美國,神鬼網戰,2021/04/01,2,21,"4,495","5,344","1,222,786"
南韓,盡孝的滋味,2021/04/01,2,16,"3,590",543,"109,290"
美國,誰殺了大個子,2021/04/01,3,13,"3,035","6,323","1,453,152"
英國,BTS崛起傳奇,2021/04/01,2,7,"1,505","2,011","501,369"
法國,警慌失措,2021/04/01,2,6,"1,352","6,482","1,511,555"
日本,令人討厭的松子的一生,2021/03/26,8,453,"106,540","9,316","2,243,372"
白俄羅斯,波斯語課,2021/03/26,4,234,"51,900","8,378","1,942,374"
英國,盜夢偵探,2021/03/26,3,83,"24,100","4,521","1,144,587"
日本,歡樂時光,2021/03/26,1,34,"7,770",981,"234,218"
西班牙,顫抖的慾望 經典數位修復,2021/03/26,1,3,530,606,"122,260"
美國,哥吉拉大戰金剛,2021/03/24,97,"29,861","7,776,559","1,379,198","352,933,021"
美國,游牧人生,2021/03/19,40,"3,086","734,499","52,256","12,448,367"
中華民國,削瘦的靈魂,2021/03/19,5,288,"61,280","2,180","489,804"
中華民國,愛.殺,2021/03/19,2,72,"19,345","5,352","1,261,617"
美國,愛情瞎攪禍,2021/03/19,1,38,"5,640","1,198","263,646"
日本,鳴鳥不飛：Don’t stay gold,2021/03/19,10,30,"4,940","4,451","713,210"
中華民國,動保蝙蝠俠,2021/03/19,1,12,"1,920","2,456","351,670"
美國,花漾女子,2021/03/12,17,275,"66,649","30,987","7,314,373"
法國,我愛你，你愛她，她愛他,2021/03/12,1,40,"6,150","1,182","252,201"
南韓,今天決定我愛你,2021/03/12,2,46,"5,780","13,247","3,094,273"
西班牙,倒數第N次分手,2021/03/12,1,18,"2,880",446,"92,194"
美國,尋龍使者：拉雅,2021/03/05,29,"2,295","567,934","247,938","59,966,641"
丹麥,醉好的時光,2021/03/05,7,295,"71,666","16,495","3,884,010"
中華民國,東經北緯,2021/03/05,3,294,"63,435","13,118","3,084,873"
美國,鬼故事收藏館,2021/03/05,2,52,"8,320","12,882","2,975,303"
日本,淺田家！,2021/03/05,1,16,"3,965","23,170","5,475,676"
中華民國,聽見臺灣,2021/03/05,1,6,"1,385","2,543","534,160"
日本,銀魂 THE FINAL,2021/02/26,10,382,"94,826","40,481","9,718,284"
中國大陸,刺殺小說家,2021/02/26,5,288,"24,045","16,133","3,830,484"
德國,100%小狼人,2021/02/26,2,400,"20,315","22,872","5,206,733"
中華民國,複身犯,2021/02/26,2,259,"13,805","62,001","14,589,893"
美國,結婚計念日,2021/02/19,5,185,"13,320","10,911","2,388,996"
美國,湯姆貓與傑利鼠,2021/02/10,5,643,"40,050","120,197","28,203,553"
中華民國,跟你老婆去旅行,2021/02/10,6,406,"31,800","56,151","13,130,640"
英國,偷天行動,2021/02/10,1,111,"6,105","9,696","2,093,025"
日本,STAND BY ME 哆啦A夢2,2021/02/10,1,9,"2,025","168,060","41,202,358"
日本,我啊，走自己的路,2021/02/05,1,67,"5,750","3,522","722,711"
德國,諾亞方舟大冒險,2021/02/05,2,43,"2,260","9,842","1,962,070"
英國,大鼻子情聖,2021/02/01,2,47,"32,240",750,"510,120"
中華民國,緝魂,2021/01/29,8,780,"65,080","214,169","50,741,299"
泰國,騙騙愛上你,2021/01/29,5,295,"19,090","9,072","1,927,533"
巴西,馬里蓋拉：革命先鋒,2021/01/29,1,42,"4,740",292,"52,410"
俄羅斯,海豚總動員,2021/01/29,1,10,500,"11,816","2,375,473"
美國,細物警探,2021/01/28,3,148,"14,320","47,225","10,874,507"
日本,想見你的愛,2021/01/22,6,267,"21,590","18,499","4,328,107"
愛爾蘭,通靈駕訓班,2021/01/22,1,102,"8,940","3,821","852,983"
西班牙,她們玩到掛,2021/01/22,2,77,"7,730","1,065","192,045"
日本,約定的夢幻島,2021/01/20,1,41,"6,290","33,945","8,054,151"
英國,議事錄,2021/01/16,5,34,"22,360",392,"251,040"
英國,倫敦生活,2021/01/15,4,66,"43,040",766,"527,800"
美國,馬德里金庫盜數90分鐘,2021/01/15,5,405,"27,350","118,826","27,419,047"
日本,死亡醫生的遺產-BLACK FILE-,2021/01/15,2,50,"6,810","10,930","2,458,082"
日本,凶宅怪談,2021/01/15,1,24,"3,600","11,457","2,654,464"
香港,拆彈專家2,2020/12/31,8,322,"26,595","389,003","91,694,774"
