國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
日本,靠北少女,2020/05/22,1,38,"5,820","8,482","1,773,645"
挪威,奪命隧道,2020/05/15,1,36,"3,150","30,109","6,544,823"
中華民國,老娘就要這麼活,2020/05/08,1,2,620,"2,703","608,026"
泰國,見鬼的戀愛季節,2020/04/30,1,22,"2,420","26,308","5,863,059"
南韓,正在相愛嗎?,2020/04/30,1,12,600,"1,676","317,172"
泰國,淒厲人僧,2020/04/24,4,74,"8,590","31,118","6,923,515"
德國,無聲革命,2020/04/24,1,42,"6,460","1,239","265,109"
英國,居禮夫人：放射永恆,2020/04/17,1,74,"6,480","5,257","1,050,857"
美國,魔髮精靈唱遊世界,2020/04/01,2,271,"18,830","16,732","2,808,207"
美國,間諜速成班,2020/04/01,1,26,"2,330","22,647","4,706,282"
美國,絕命直播,2020/03/27,1,81,"7,000","18,239","3,839,762"
中華民國,可不可以，你也剛好喜歡我,2020/03/12,100,"54,391","12,623,791","279,942","65,167,727"
美國,怨咒,2020/02/27,1,52,"5,890","21,267","4,725,817"
美國,逃出夢幻島,2020/02/14,1,78,"8,730","99,484","22,005,897"
南韓,紅鞋公主與七矮人,2020/01/30,2,106,"5,380","28,012","5,507,192"
日本,巧虎電影 英雄遊樂園,2020/01/17,15,148,"35,916","21,694","5,144,065"
義大利,海上鋼琴師,2019/12/27,1,430,"33,340","20,279","4,272,263"
美國,她的搖滾滋味,2019/07/05,1,3,400,198,"39,890"
加拿大,哈柏太空之旅 3D,2019/02/04,1,0,0,674,"98,990"
加拿大,深海獵奇 3D,2019/02/03,1,2,300,"1,287","160,214"
日本,羊與鋼之森,2018/12/28,1,13,"3,120",289,"64,110"
瑞典,抓狂美術館,2018/01/19,1,3,450,"8,635","1,932,291"
南斯拉夫,地下社會,2015/05/15,2,173,"41,505","2,790","617,050"
美國,八月三十一日，我在奧斯陸,2013/07/26,9,"1,116","249,905","1,534","340,905"
法國,艾蜜莉的異想世界,2002/03/08,1,0,0,"6,503","1,423,235"
美國,記憶拼圖,2002/02/22,5,270,"61,485","9,415","2,243,472"
美國,沉默的羔羊,1991/09/21,1,2,380,"7,080","1,699,271"
義大利,新天堂樂園,1990/05/12,2,29,"6,655","6,947","1,570,800"
國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
中華民國,美國女孩,2021/12/3,78,"25,980","6,147,472","50,389","11,999,270"
美國,哈利波特：神秘的魔法石,2021/12/3,39,"8,291","3,207,022","15,337","5,684,959"
南韓,獵魂者,2021/12/3,65,"3,467","795,944","7,887","1,832,336"
法國,天才貓奴畫家,2021/12/3,63,"3,005","691,414","6,745","1,579,648"
日本,魔法少女☆伊莉雅：Licht 無名的少女,2021/12/3,11,"1,604","394,490","3,793","942,735"
中華民國,詭祭,2021/12/3,13,"1,158","272,282","2,602","636,141"
英國,最後一個平安夜,2021/12/3,41,"1,050","242,124","3,209","754,682"
日本,青春特調蜂蜜檸檬蘇打,2021/12/3,15,946,"228,611","2,065","500,108"
南韓,配對遊戲,2021/12/3,41,926,"215,900","2,364","581,175"
丹麥,《爆裂戰警》,2021/12/3,23,476,"105,522","1,119","248,666"
英國,今晚來點史密斯,2021/12/3,11,370,"86,300",695,"161,981"
比利時,潛艦危機倒數,2021/12/3,17,366,"80,929","1,060","242,568"
日本,活了100天的鱷魚,2021/12/3,41,273,"64,458",734,"174,391"
法國,仰望星空的少年,2021/12/3,13,243,"53,080",422,"92,417"
中華民國,生而為人,2021/12/3,13,228,"52,923","1,556","352,537"
美國,全新4K修復 小教父 完整導演版,2021/12/3,12,197,"43,990",336,"75,129"
,異星隕落,2021/12/3,14,144,"33,750",431,"102,503"
法國,迷情蘇珊娜,2021/12/3,8,110,"23,360",189,"40,143"
香港,殺出個黃昏,2021/12/3,9,65,"13,776",124,"25,730"
日本,翻閱歎異抄,2021/12/3,9,19,"4,420",56,"13,267"
美國,惡靈古堡首部曲：拉昆市,2021/11/26,95,"32,721","7,993,636","179,012","44,260,067"
美國,魔法滿屋,2021/11/26,81,"20,367","4,838,462","89,508","21,254,604"
日本,偶然與想像,2021/11/26,13,"3,257","771,191","7,901","1,863,158"
日本,Fate/Grand Order -終局特異點 冠位時間神殿所羅門-,2021/11/26,33,"2,738","694,578","20,056","5,053,974"
中華民國,魔法阿媽 4K數位修復版,2021/11/26,39,"2,764","650,571","12,888","3,074,609"
日本,電影之神,2021/11/26,9,459,"97,227","2,706","588,232"
中華民國,阿查依蘭的呼喚,2021/11/26,9,196,"45,010","1,586","358,705"
美國,殺無赦,2021/11/26,22,122,"26,681","1,126","255,357"
日本,沒說出口的殺人告白,2021/11/26,6,93,"19,865",990,"220,539"
法國,破碎的琴鍵,2021/11/26,4,66,"12,700",550,"109,015"
南韓,激鬥：首部曲,2021/11/26,1,5,"1,180",620,"142,820"
中華民國,月老,2021/11/24,102,"218,254","53,367,602","694,772","168,865,677"
日本,我讓最想被擁抱的男人給威脅了 劇場版～西班牙篇～,2021/11/23,12,"3,554","883,625","13,154","3,259,277"
中華民國,青春弒戀,2021/11/19,28,808,"198,709","15,685","3,794,016"
日本,《少女與戰車 最終章》 第3話,2021/11/19,12,392,"162,849","6,811","2,789,200"
中華民國,金錢男孩MONEYBOYS,2021/11/19,10,486,"83,492","8,538","1,965,950"
中華民國,真相地圖,2021/11/19,2,361,"57,760","1,474","235,620"
香港,濁水漂流,2021/11/19,6,155,"38,115","2,124","529,702"
日本,超慄方殺陣,2021/11/19,1,112,"26,880","3,111","739,746"
美國,王者理查,2021/11/18,57,932,"222,296","23,350","5,508,370"
日本,刀劍神域劇場版 –Progressive- 無星夜的詠嘆調,2021/11/12,74,"6,730","2,010,533","125,574","32,632,648"
中華民國,詭扯,2021/11/12,43,"2,922","706,165","59,343","14,322,456"
香港,梅艷芳,2021/11/12,31,"1,438","354,239","41,276","9,867,319"
美國,迷離夜蘇活,2021/11/12,14,368,"93,598","25,677","6,236,276"
日本,安雅與魔女,2021/11/12,15,313,"74,190","23,764","5,609,703"
中華民國,文林銀行,2021/11/12,2,321,"74,105","1,585","363,495"
義大利,達賴喇嘛:大腦故事,2021/11/12,3,237,"51,730","6,668","1,446,236"
美國,鹿魔,2021/11/12,1,10,"1,900","15,506","3,698,743"
日本,蒸氣男孩,2021/11/12,1,0,0,868,"205,687"
日本,嵐 5x20演唱會電影～回憶全記錄～,2021/11/5,1,162,"59,820","16,426","6,925,895"
中華民國,地球迷航,2021/11/5,3,203,"52,510","6,239","1,423,854"
美國,史賓賽,2021/11/5,4,124,"30,009","17,025","4,142,406"
美國,永恆族,2021/11/3,97,"20,105","5,205,786","967,869","255,719,834"
中華民國,瀑布,2021/10/29,88,"17,518","4,096,217","140,881","33,452,802"
日本,我的英雄學院劇場版：世界英雄任務,2021/10/29,16,"1,734","718,180","62,393","15,823,006"
美國,天兵阿榮,2021/10/29,4,191,"41,180","28,341","6,658,888"
中華民國,老鷹之手,2021/10/29,2,86,"17,820","5,509","1,217,570"
美國,天崩颶裂,2021/10/29,1,4,810,"7,260","1,653,707"
日本,假面飯店2：假面之夜,2021/10/28,1,27,"5,400","11,832","2,778,985"
以色列,蜜月夜不眠,2021/10/22,1,93,"21,325","1,054","234,035"
香港,怒火,2021/10/22,1,40,"8,000","20,469","4,812,304"
中華民國,回眸,2021/10/22,1,32,"7,360","5,522","1,243,854"
美國,月光光新慌慌：萬聖殺,2021/10/22,1,33,"3,050","21,202","5,162,665"
英國,人生,2021/10/19,1,11,"6,000",35,"19,050"
美國,猛毒2：血蜘蛛,2021/10/13,21,313,"74,916","606,432","154,306,257"
英國,控制,2021/10/9,1,27,"7,220","1,892","441,495"
美國,殺手保鑣2,2021/10/8,7,870,"62,485","37,456","8,754,644"
日本,龍與雀斑公主,2021/10/8,2,44,"9,520","84,131","21,334,128"
中華民國,鱷魚,2021/10/8,1,62,"9,200","11,565","2,720,264"
美國,四個好日子,2021/10/8,1,28,"4,480","1,004","207,301"
南韓,霹靂油俠,2021/10/1,4,339,"22,360","2,265","415,031"
斯洛伐克,逃出奧斯威辛,2021/10/1,1,30,"4,800","2,123","469,933"
美國,007 生死交戰,2021/9/29,17,704,"198,251","562,287","150,829,402"
日本,蠟筆小新：謎案！天下春日部學院的怪奇事件,2021/9/24,4,270,"67,436","77,734","19,385,468"
美國,疾凍救援,2021/9/24,3,423,"25,535","31,023","7,037,892"
香港,金錢帝國：追虎擒龍,2021/9/24,4,268,"23,835","4,340","963,446"
美國,高玩殺手,2021/9/24,3,148,"15,320","5,719","1,250,304"
美國,汪汪隊立大功電影版,2021/9/17,7,250,"51,780","72,089","17,383,838"
法國,抓狂演訓班,2021/9/17,1,58,"9,280","1,279","269,175"
英國,算牌手,2021/9/17,2,61,"7,790","2,034","417,180"
加拿大,親情解鎖,2021/9/17,1,26,"1,430",765,"130,881"
美國,沙丘,2021/9/16,5,465,"167,856","552,437","153,432,552"
美國,糖果人,2021/9/10,4,202,"19,330","15,565","3,639,973"
俄羅斯,心悸效應,2021/9/10,1,10,"1,100","1,011","131,742"
美國,尚氣與十環傳奇,2021/9/2,2,724,"37,840","582,246","149,470,736"
美國,疾厄,2021/9/2,3,62,"3,905","34,216","8,294,147"
中華民國,期末考,2021/8/20,1,175,"33,250","5,204","1,109,542"
美國,暫時停止呼吸2,2021/8/20,1,24,"2,300","31,285","7,470,252"
美國,脫稿玩家,2021/8/12,8,700,"54,000","293,169","73,417,756"
美國,路卡的夏天,2021/8/6,3,359,"22,280","45,894","10,455,238"
美國,自殺突擊隊：集結,2021/8/5,3,167,"24,510","230,194","57,929,087"
美國,叢林奇航,2021/7/30,2,65,"9,940","65,932","15,842,883"
美國,黑寡婦,2021/7/14,1,13,"1,820","191,505","48,007,354"
日本,天外者,2021/5/7,1,45,"9,900","1,504","348,142"
美國,一級任務,2021/4/29,1,28,"4,480","7,112","1,497,487"
突尼西亞,販膚走卒,2021/4/29,1,24,"3,840",890,"198,048"
中華民國,聽見歌 再唱,2021/4/16,5,380,"81,340","362,942","83,993,394"
美國,私刑救援,2021/4/9,1,6,660,"1,908","375,401"
丹麥,醉好的時光,2021/3/5,1,43,"6,380","18,446","4,298,748"
美國,尋龍使者：拉雅,2021/3/5,1,18,"2,880","254,950","60,812,414"
中華民國,緝魂,2021/1/29,1,252,"51,660","215,231","50,860,209"
日本,幻之光,2018/6/8,1,1,220,"1,866","394,710"
法國,最後地下鐵,2016/12/23,1,18,"3,690",18,"3,690"
法國,四百擊,2016/12/23,1,17,"3,610",57,"9,210"
法國,夏日之戀,2016/12/23,1,9,"1,790",9,"1,790"
日本,下一站，天國,2016/12/15,1,0,0,"1,347","278,815"
國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
美國,決戰中途島,2019/11/08,89,"110,147","25,407,618","186,704","42,983,427"
美國,安眠醫生,2019/11/08,97,"47,570","11,361,065","86,593","20,730,778"
美國,救火奶爸,2019/11/08,67,"8,270","1,866,081","17,496","3,969,530"
中華民國,重甲機神：神降臨,2019/11/08,35,"2,229","513,930","6,570","1,523,608"
美國,拍厲得,2019/11/08,18,"1,574","349,128","3,292","731,447"
中國大陸,地久天長,2019/11/08,12,892,"203,956","2,125","490,060"
美國,遺怨,2019/11/08,5,311,"71,440",609,"137,556"
日本,山田孝之的痛苦與榮耀,2019/11/08,8,318,"69,299",665,"147,007"
義大利,黑金叛徒,2019/11/08,6,266,"54,650",695,"145,632"
英國,熔爐,2019/11/08,6,43,"31,360",50,"36,480"
中華民國,樂園,2019/11/08,28,"9,460","1,993,240","16,012","3,408,142"
美國,魔鬼終結者：黑暗宿命,2019/11/07,98,"125,218","29,338,643","296,225","69,557,020"
美國,阿達一族,2019/11/01,87,"14,428","3,316,730","81,331","18,655,738"
中華民國,陽光普照,2019/11/01,42,"13,686","3,258,810","46,740","11,086,904"
日本,紫羅蘭永恆花園外傳–永遠與自動手記人偶–,2019/11/01,12,"9,450","2,312,213","38,680","9,385,386"
中華民國,傻傻愛你，傻傻愛我,2019/11/01,62,"4,868","1,096,508","39,826","8,942,864"
美國,絕鯊47：猛鯊出籠,2019/11/01,41,"1,769","392,094","26,132","5,761,795"
泰國,鬼玩伴,2019/11/01,21,340,"74,920","7,675","1,704,441"
德國,反間遊戲,2019/11/01,9,267,"55,770","3,364","737,974"
香港,犯罪現場,2019/11/01,21,227,"48,750","6,808","1,527,309"
中華民國,陪你很久很久,2019/10/25,33,"3,445","795,248","55,181","12,606,289"
中華民國,Thunderbolt Fantasy 西幽玹歌,2019/10/25,19,"1,312","310,487","18,044","4,257,268"
日本,失憶的總理大臣,2019/10/25,4,296,"63,895","7,347","1,634,082"
美國,金翅雀,2019/10/25,10,271,"58,815","15,435","3,421,916"
法國,狙擊獵殺: 救援行動,2019/10/25,3,70,"15,500","3,726","819,322"
日本,柴公園,2019/10/25,2,36,"8,330","1,280","277,913"
日本,我的朋友霸王龍,2019/10/25,2,32,"6,950","2,455","556,930"
美國,雙子殺手,2019/10/23,97,"34,005","7,986,475","526,023","127,655,405"
日本,電影版 吹響吧！上低音號～誓言的終章～,2019/10/23,2,90,"20,805","5,995","1,490,382"
日本,新聞記者,2019/10/20,11,683,"155,974",858,"190,099"
中華民國,聖人大盜,2019/10/18,13,935,"211,198","34,798","8,007,411"
中華民國,盲人律師,2019/10/18,9,762,"166,655","22,674","4,967,001"
美國,黑魔女2,2019/10/17,90,"22,742","5,289,566","569,512","134,357,212"
日本,電影版 吹響吧！上低音號～歡迎加入北宇治高中管樂社～,2019/10/17,1,112,"26,880","1,081","258,222"
美國,屍樂園：髒比雙拼,2019/10/09,1,150,"36,000","61,517","14,154,097"
美國,弒婚遊戲,2019/10/09,6,130,"28,830","115,197","26,408,317"
日本,海獸之子,2019/10/09,3,115,"26,925","36,777","8,651,696"
中華民國,江湖無難事,2019/10/09,2,113,"21,820","40,737","9,050,548"
美國,藍波:最後一滴血,2019/10/09,4,71,"16,745","120,709","27,257,476"
美國,小丑,2019/10/03,84,"12,522","3,010,938","1,370,996","328,529,087"
英國,無間行動,2019/09/27,4,321,"30,770","33,376","7,596,532"
日本,青春豬頭少年不會夢到懷夢美少女,2019/09/27,2,77,"18,730","35,942","8,969,780"
義大利,莫內：睡蓮的水光魔法,2019/09/27,1,31,"10,850",473,"104,200"
中華民國,返校,2019/09/20,23,"1,021","241,949","1,106,404","258,786,486"
中華民國,我親愛的父親,2019/09/20,1,200,"44,000","1,465","319,159"
中華民國,與失智共舞,2019/09/20,1,200,"44,000","1,197","258,695"
美國,星際救援,2019/09/20,3,219,"23,290","141,332","33,741,748"
日本,我變笨了，請多多指教。,2019/09/20,1,103,"22,660","2,429","520,282"
南韓,忘了浪漫，記得你,2019/09/20,1,103,"22,660",303,"67,833"
日本,貓咪知道但是貓咪不說,2019/09/13,1,34,"5,440","1,105","243,830"
日本,天氣之子,2019/09/12,8,684,"158,676","685,057","164,705,386"
美國,舞孃騙很大,2019/09/12,2,341,"29,320","30,280","6,880,889"
澳洲,夜鶯的哭聲,2019/09/12,2,230,"28,120","3,867","844,070"
香港,花椒之味,2019/09/12,3,183,"21,220","26,012","5,770,745"
加拿大,衝擊真相,2019/09/12,1,73,"11,150","8,088","1,840,408"
俄羅斯,魔法禁界,2019/09/06,1,178,"9,790","14,075","3,115,682"
日本,大叔之愛電影版,2019/09/06,1,62,"9,480","28,838","6,762,297"
美國,牠 第二章,2019/09/05,1,62,"5,570","475,155","116,230,731"
南韓,極限逃生,2019/08/30,7,"1,012","72,245","142,260","32,000,908"
法國,巴黎之王：闇黑正義,2019/08/30,2,189,"28,170","4,943","1,055,452"
美國,你願意嫁給我老公嗎？,2019/08/30,2,201,"17,740","8,164","1,689,168"
中華民國,未來無恙,2019/08/30,1,36,"7,920","5,752","1,246,158"
中華民國,下半場,2019/08/23,5,388,"55,560","100,397","22,795,211"
美國,全面攻佔3: 天使救援,2019/08/21,4,"1,447","84,765","628,110","146,714,912"
日本,普羅米亞,2019/08/16,5,655,"146,853","63,659","15,818,126"
美國,炫目之光,2019/08/16,2,85,"12,460","6,601","1,344,089"
南韓,驅魔使者,2019/08/16,2,74,"6,550","125,315","28,339,802"
美國,仙戒奇緣,2019/08/16,2,15,"3,230","5,759","1,312,075"
美國,憤怒鳥玩電影2：冰的啦！,2019/08/14,2,312,"16,250","88,242","19,590,486"
美國,朵拉與失落的黃金城,2019/08/09,5,706,"47,460","63,237","13,993,267"
日本,乘浪之約,2019/08/09,1,18,"2,520","13,224","3,068,727"
西班牙,痛苦與榮耀,2019/08/02,2,87,"8,620","14,554","2,965,322"
美國,玩命關頭:特別行動,2019/07/31,9,"2,283","203,880","1,903,633","454,304,529"
美國,獅子王,2019/07/17,8,"1,808","144,160","1,315,492","314,596,592"
日本,名偵探柯南：紺青之拳,2019/07/10,1,23,"1,880","472,497","109,674,984"
美國,蜘蛛人：離家日,2019/07/02,3,232,"13,660","1,596,476","379,809,819"
南韓,寄生上流,2019/06/28,8,"1,157","96,540","625,993","146,058,258"
美國,玩具總動員 4,2019/06/20,6,930,"73,690","1,345,981","312,594,170"
美國,阿拉丁,2019/05/22,2,203,"10,910","1,250,824","290,430,554"
加拿大,哈柏太空之旅 3D,2019/02/04,1,1,120,552,"79,260"
加拿大,深海獵奇 3D,2019/02/03,1,4,675,809,"101,769"
國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
美國,萬花嬉春,2020/06/25,49,"1,708","401,899","3,331","783,785"
美國,慾望街車,2020/06/25,49,839,"185,880","1,752","392,545"
美國,72小時前哨救援,2020/06/24,79,"18,710","4,300,362","53,237","12,248,645"
美國,天后小助理,2020/06/24,84,"10,724","2,490,276","25,207","5,837,863"
日本,福島50英雄,2020/06/24,63,"5,831","1,305,053","16,150","3,619,278"
中華民國,驚夢49天,2020/06/24,30,"4,637","1,056,474","15,906","3,614,399"
美國,捕魔網,2020/06/24,46,"3,163","741,957","10,742","2,523,034"
英國,玩命Online：雙槍對決,2020/06/24,32,"2,273","509,573","7,243","1,630,904"
美國,超能追緝,2020/06/24,61,"1,958","438,137","8,189","1,859,406"
南韓,鐵線蟲入侵,2020/06/24,19,"1,143","259,664","3,584","826,848"
美國,愛情，是開始還是結束,2020/06/24,42,941,"213,465","2,850","652,238"
伊朗,親愛的小孩,2020/06/24,11,502,"109,310","1,363","291,470"
法國,食人錄,2020/06/24,3,33,"6,855",70,"15,580"
美國,明信片謀殺案,2020/06/19,76,"5,818","1,356,057","31,851","7,373,188"
俄羅斯,失控特工,2020/06/19,42,"1,671","392,752","13,378","3,111,907"
香港,東邪西毒：終極版,2020/06/19,24,864,"205,989","4,202","997,233"
加拿大,血疫,2020/06/19,29,568,"130,680","7,195","1,689,546"
中華民國,媽！我阿榮啦,2020/06/19,12,474,"113,270","3,693","897,963"
美國,最瘋狂的旅程,2020/06/19,26,320,"70,685","3,443","771,860"
日本,阿基米德大戰,2020/06/19,15,255,"60,622","2,514","581,179"
加拿大,戀戀琴聲,2020/06/19,10,224,"44,545","1,574","327,394"
德國,彼得漢德克：我在森林，晚一點到,2020/06/19,4,85,"18,450",405,"85,800"
英國,混沌之神,2020/06/19,3,25,"5,770",141,"33,660"
南韓,盤索里拳手,2020/06/19,2,4,900,89,"19,542"
英國,晚班,2020/06/12,3,"1,407","339,150","7,038","1,755,420"
美國,深海擴散,2020/06/12,55,"1,503","327,117","24,731","5,448,050"
美國,銀翼殺手最終版,2020/06/12,12,352,"90,568","7,098","1,719,967"
德國,親愛陌生人,2020/06/12,7,145,"32,410","3,395","772,261"
德國,金魚俱樂部,2020/06/12,5,100,"21,360","2,640","570,073"
英國,普立茲記者,2020/06/12,7,94,"19,391","2,308","499,799"
愛爾蘭,超完美社區,2020/06/12,8,59,"13,545","5,249","1,221,055"
美國,婚姻大崩壞,2020/06/12,12,42,"9,100","6,288","1,412,159"
南韓,非常母親,2020/06/12,4,36,"8,275","1,789","401,195"
英國,決戰最前線,2020/06/12,3,18,"4,130","2,817","645,922"
南韓,詭妹,2020/06/05,36,"1,306","317,568","35,561","8,508,148"
泰國,淒厲人僧,2020/06/05,32,621,"141,578","29,732","6,811,465"
中華民國,蚵豐村,2020/06/05,3,123,"28,395","4,680","1,059,343"
日本,影裏,2020/06/05,1,5,"1,053","1,404","301,409"
西班牙,放飛大丈夫,2020/05/29,1,16,"3,350","5,664","1,297,987"
德國,罪人的控訴,2020/05/29,2,9,"2,070","5,802","1,300,427"
日本,猛鬼樂園,2020/05/29,1,7,"1,650","7,948","1,855,979"
美國,1/2的魔法,2020/05/22,84,"15,844","3,737,799","219,684","51,511,890"
英國,謊畫情人,2020/05/22,2,119,"6,285","2,585","559,123"
南韓,靈異405號房,2020/05/15,3,100,"24,190","19,793","4,712,087"
挪威,奪命隧道,2020/05/15,5,15,"3,610","27,903","6,375,108"
中華民國,老娘就要這麼活,2020/05/08,2,263,"60,520","2,381","532,956"
法國,陪你玩最大,2020/05/08,3,148,"10,100","2,939","629,035"
香港,金都,2020/05/08,1,12,"1,920","3,654","805,666"
德國,抽屍剝繭,2020/04/30,1,10,"2,290","13,616","3,012,643"
英國,仲夏夜之夢,2020/04/26,4,73,"54,000",202,"144,360"
日本,數碼寶貝 LAST EVOLUTION 絆,2020/04/24,11,732,"187,935","101,382","25,830,189"
法國,吞噬,2020/04/24,2,76,"3,860","2,368","482,123"
英國,一報還一報,2020/04/20,2,6,"4,560",128,"89,540"
澳洲,鑰命監獄,2020/04/17,5,278,"18,220","7,619","1,500,076"
英國,居禮夫人：放射永恆,2020/04/17,3,100,"7,190","4,885","1,009,397"
法國,戀愛倒帶中,2020/04/17,1,22,"3,330","1,692","365,144"
日本,來自深淵 深沉靈魂的黎明,2020/04/10,1,45,"11,963","24,091","6,717,897"
美國,女聲我最美,2020/04/10,1,14,"2,240","2,276","479,481"
日本,我的英雄學院劇場版：英雄新世紀,2020/04/01,10,601,"148,877","64,393","15,766,813"
美國,間諜速成班,2020/04/01,3,522,"29,650","21,403","4,620,757"
法國,迷雁返家路,2020/03/27,4,183,"12,935","2,983","503,008"
法國,聲入奇境：經典配樂大師,2020/03/27,1,10,"1,100",548,"117,895"
美國,最後晚安曲,2020/03/20,1,26,"3,940","1,714","365,395"
中華民國,練愛iNG,2020/03/13,1,20,"2,900","39,634","9,099,379"
英國,複製柔伊,2020/03/13,1,6,300,648,"97,650"
美國,血衛,2020/03/12,5,"1,089","74,165","262,385","62,185,161"
南韓,明明會說話,2020/03/06,1,19,"2,760","21,054","4,568,816"
美國,艾瑪﹒,2020/03/06,1,5,750,"4,680","1,020,357"
中華民國,女鬼橋,2020/02/27,2,106,"6,760","253,134","58,089,505"
美國,隱形人,2020/02/27,1,40,"4,470","222,765","52,548,442"
美國,極地守護犬,2020/02/27,1,5,700,"74,314","16,212,167"
日本,鳴鳥不飛：烏雲密布,2020/02/27,1,3,590,"28,946","7,033,577"
美國,猛禽小隊: 小丑女大解放,2020/02/06,3,133,"14,880","472,017","112,492,102"
南韓,紅鞋公主與七矮人,2020/01/30,1,14,"2,130","22,668","5,235,357"
美國,深海終劫站,2020/01/22,1,80,"8,830","179,141","40,569,830"
美國,變身特務,2020/01/22,1,14,"2,040","181,799","41,424,077"
日本,巧虎電影 英雄遊樂園,2020/01/17,17,187,"45,185","19,791","4,686,951"
美國,絕地戰警FOR LIFE,2020/01/16,1,28,"3,070","574,657","136,881,045"
美國,兔嘲男孩,2020/01/03,1,23,"2,480","91,132","21,097,538"
法國,燃燒女子的畫像,2019/12/20,1,36,"7,840","15,513","3,418,308"
香港,葉問4：完結篇,2019/12/19,1,105,"11,710","809,529","185,422,368"
美國,花生醬獵鷹的願望,2019/12/06,4,194,"11,975","2,805","538,533"
法國,許怨房,2019/11/22,2,44,"5,110","9,182","2,034,015"
南韓,EYES ON ME : THE MOVIE,2019/11/16,10,909,"403,280","3,312","1,510,100"
日本,為美好的世界獻上祝福！紅傳說,2019/11/15,6,226,"105,845","43,790","11,325,516"
中華民國,盲人律師,2019/10/18,1,93,"18,600","28,514","6,243,346"
美國,弒婚遊戲,2019/10/09,2,2,440,"121,222","27,140,051"
日本,天氣之子,2019/09/12,11,473,"133,977","704,425","168,511,448"
西班牙,逆轉劫局,2019/06/11,1,12,"1,840","4,386","954,968"
美國,愛上觸不到的你,2019/03/29,2,13,"1,870","121,760","28,238,052"
日本,七龍珠‧超 布羅利,2019/02/22,2,22,"6,890","87,149","26,338,739"
加拿大,哈柏太空之旅 3D,2019/02/04,1,1,180,652,"95,725"
加拿大,深海獵奇 3D,2019/02/03,1,8,"1,510","1,232","153,784"
美國,馴龍高手3,2019/01/30,5,17,"3,600","715,761","166,747,828"
法國,新橋戀人,2018/12/28,1,25,"5,200","4,750","1,023,140"
波蘭,沒有煙硝的愛情,2018/12/08,1,15,"3,070","9,476","2,067,873"
美國,波希米亞狂想曲,2018/11/02,66,731,"175,324","160,513","37,497,344"
英國,戲夢巴黎,2018/09/14,1,47,"10,040","2,199","459,425"
南韓,殺人回憶,2018/07/06,1,7,"1,835","2,424","543,265"
南韓,我要復仇,2018/06/15,4,53,"11,535","1,165","259,437"
南韓,親切的金子,2018/05/25,4,51,"11,095","1,927","427,478"
南韓,原罪犯,2018/05/11,4,66,"15,135","2,474","553,416"
美國,大娛樂家,2017/12/20,66,"1,270","299,562","398,192","92,554,226"
日本,遊戲人生,2017/12/08,3,14,"3,479","127,970","38,442,556"
墨西哥,查維拉：女人別為我哭泣,2017/11/17,1,0,0,352,"70,470"
西班牙,抓狂酒吧,2017/08/11,1,1,150,"7,450","1,638,155"
中華民國,恐怖份子,2017/08/04,3,132,"28,890",303,"64,725"
中華民國,青梅竹馬,2017/07/24,1,28,"6,660","6,493","1,407,652"
中華民國,海灘的一天,2017/07/14,3,100,"21,440","5,424","1,219,120"
美國,墨利斯的情人 經典數位修復,2017/05/26,1,51,"11,610","3,370","714,711"
美國,此情可問天 經典數位修復,2017/05/08,1,54,"10,370",983,"204,748"
英國,窗外有藍天 經典數位修復,2017/05/05,1,20,"4,570",470,"100,340"
日本,電影版聲之形,2017/03/24,2,23,"5,500","295,889","69,150,825"
美國,羅根,2017/02/28,37,87,"18,440","942,291","221,791,155"
中華民國,牯嶺街少年殺人事件,2016/11/11,3,133,"31,925","11,585","2,803,853"
法國,碧海藍天,2016/08/26,1,4,870,"8,990","2,051,009"
南韓,關不住的誘惑,2016/08/12,1,15,"2,400",699,"155,070"
美國,惡棍英雄：死侍,2016/02/09,41,87,"19,080","1,095","246,862"
中華民國,紅衣小女孩,2015/11/27,1,0,0,155,"39,635"
中華民國,屍憶,2015/08/20,10,355,"86,631",766,"191,476"
南韓,諜影殺機,2014/07/11,1,19,"2,910","1,046","223,250"
南韓,大叔,2010/01/01,5,42,"9,650",656,"148,297"
美國,黑暗騎士,2008/07/16,4,84,"25,394","22,727","6,468,659"
日本,阿基拉,1996/08/17,36,"12,467","3,598,493","26,028","7,542,855"
美國,刺激1995,1995/03/10,5,372,"28,265","25,056","5,897,287"
英國,烈火情人,1993/04/03,2,54,"11,210","4,824","1,074,502"
香港,射鵰英雄傳之東成西就,1993/01/23,45,"1,992","475,719","13,039","3,154,970"
英國,末代皇帝,1988/04/23,16,930,"232,472","52,978","13,114,296"
美國,北非諜影,1947/01/31,11,218,"50,681","4,946","1,129,079"
國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
美國,生命理賠師,2022/03/04,46,927,"206,286","2,006","450,845"
西班牙,平行母親,2022/03/04,13,821,"175,508","1,884","432,250"
法國,巴黎夢想家,2022/03/04,17,621,"136,346","1,102","240,122"
美國,通靈女校,2022/03/04,11,298,"70,902",695,"166,555"
