國別地區,中文片名,上映日期,上映院數,銷售票數,銷售金額,累計銷售票數,累計銷售金額
中華民國,孤味,2020/11/06,7,495,"38,095","828,041","190,847,485"
中華民國,親愛的房客,2020/10/23,5,528,"42,280","163,100","38,638,052"
中華民國,刻在你心底的名字,2020/09/30,1,28,"1,400","441,536","103,408,970"
中華民國,消失的情人節,2020/09/18,4,163,"11,540","139,897","32,282,290"
中華民國,無聲,2020/10/15,58,"55,660","13,207,954","87,902","20,868,776"
中華民國,千年一問,2020/10/08,29,"3,133","688,543","10,481","2,416,187"
中華民國,刻在你心底的名字,2020/09/30,101,"47,681","11,231,055","343,068","80,376,005"
中華民國,消失的情人節,2020/09/18,76,"5,949","1,395,412","94,608","21,918,724"
中華民國,惡之畫,2020/09/18,2,1,200,"2,519","540,921"
中華民國,海霧,2020/09/17,3,138,"32,015","49,973","11,394,878"
中華民國,本來面目,2020/09/05,13,"1,853","404,050","36,196","8,103,802"
中華民國,馗降：粽邪2,2020/09/02,54,"2,393","526,355","315,847","71,733,460"
中華民國,可不可以，你也剛好喜歡我,2020/08/21,25,"1,014","221,858","338,899","78,778,654"
中華民國,我的兒子是死刑犯,2020/08/14,1,109,"21,255","4,608","1,019,000"
中華民國,逃出立法院,2020/08/14,2,103,"10,610","18,913","4,186,579"
中華民國,哈囉少女,2020/08/07,3,45,"6,470","23,539","5,345,742"
中華民國,怪胎,2020/08/05,5,98,"22,505","193,114","44,915,086"
中華民國,打噴嚏,2020/07/14,4,139,"11,150","204,886","47,071,468"
中華民國,鬥魚,2018/08/17,72,"52,161","11,797,646","94,793","21,476,861"
中華民國,范保德,2018/08/17,21,"5,358","1,199,130","9,552","2,152,978"
中華民國,命帶追逐（2018數位修復版）,2018/07/13,1,44,"9,235","2,919","644,841"
中華民國,只有大海知道,2018/06/15,3,493,"98,660","37,762","8,384,462"
中華民國,看不見的台灣,2018/06/15,2,252,"17,820","10,334","2,217,437"
中華民國,破處,2020/07/03,89,"20,328","4,627,956","55,365","10,006,229"
中華民國,驚夢49天,2020/06/24,28,"2,066","474,520","17,972","4,088,919"
中華民國,媽！我阿榮啦,2020/06/19,8,401,"99,130","4,094","997,093"
中華民國,蚵豐村,2020/06/05,3,375,"77,565","5,055","1,136,908"
中華民國,老娘就要這麼活,2020/05/08,1,3,540,"2,384","533,496"
中華民國,練愛iNG,2020/03/13,1,8,"1,120","39,642","9,100,499"
中華民國,女鬼橋,2020/02/27,2,106,"6,340","253,240","58,095,845"
中華民國,屍憶,2015/08/20,5,33,"7,016",799,"198,492"
中華民國,牯嶺街少年殺人事件,1991/07/27,1,21,"4,225","11,606","2,808,078"
中華民國,海灘的一天,1983/11/11,1,29,"5,700","5,453","1,224,820"
中華民國,該死的阿修羅,2022/03/11,35,"4,651","1,090,649","8,601","2,028,521"
中華民國,青春換日線,2022/03/11,26,"1,832","408,388","5,604","1,268,740"
中華民國,愛別離苦,2022/02/18,6,260,"54,645","6,169","1,358,802"
中華民國,我吃了那男孩一整年的早餐,2022/01/28,70,"4,057","963,765","296,356","71,587,712"
中華民國,素還真,2022/01/28,12,385,"95,685","94,170","22,451,719"
中華民國,諸葛四郎─英雄的英雄,2022/01/28,1,120,"26,400","7,484","1,734,750"
中華民國,妖果小學─水果奶奶的大秘密,2022/01/21,2,9,"2,010","5,038","1,175,505"
中華民國,再說一次我願意,2022/01/19,2,131,"6,805","23,504","5,514,850"
中華民國,修行,2022/01/14,1,100,"25,000","2,043","453,169"
中華民國,沒有人該成為孤島,2022/01/07,1,245,"58,800","5,778","1,323,824"
中華民國,一杯熱奶茶的等待,2021/12/24,4,121,"12,731","37,635","9,097,405"
中華民國,不想一個人,2021/12/24,1,18,"2,880","6,640","1,668,832"
中華民國,高山上的熱氣球,2021/12/22,17,919,"202,589","1,576","344,329"
中華民國,美國女孩,2021/12/03,3,39,"5,730","81,833","19,252,471"
中華民國,月老,2021/11/24,6,279,"68,159","1,087,743","264,027,385"
中華民國,瀑布,2021/10/29,1,20,"2,120","154,762","36,452,168"
中華民國,五月天 人生無限公司,2019/05/24,1,260,"70,200","160,061","54,237,549"
中華民國,愛.殺,2021/03/19,17,"1,072","263,643","4,753","1,104,729"
中華民國,動保蝙蝠俠,2021/03/19,6,532,"84,930","1,589","219,190"
中華民國,削瘦的靈魂,2021/03/19,9,322,"72,800","1,529","344,599"
中華民國,尼泊爾布思議,2021/03/12,4,544,"86,720","1,982","281,120"
中華民國,揭大歡喜,2021/03/12,27,298,"67,851","9,882","2,256,534"
中華民國,東經北緯,2021/03/05,11,500,"115,055","12,463","2,942,888"
中華民國,聽見臺灣,2021/03/05,2,34,"7,335","2,383","499,405"
中華民國,複身犯,2021/02/26,6,169,"40,410","61,699","14,565,811"
中華民國,伏魔殿,2021/02/26,1,59,"9,440","1,981","317,010"
中華民國,我沒有談的那場戀愛,2021/02/10,8,71,"16,890","158,542","37,908,772"
中華民國,角頭－浪流連,2021/02/05,59,"1,362","315,442","682,845","161,643,614"
中華民國,緝魂,2021/01/29,1,3,770,"212,845","50,630,309"
中華民國,杏林醫院,2020/12/31,3,85,"10,100","128,150","29,335,206"
中華民國,腿,2020/12/24,3,84,"5,220","34,429","7,860,920"
中華民國,親愛的殺手,2020/12/04,2,39,"4,660","28,230","6,453,724"
中華民國,親愛的房客,2020/10/23,2,83,"9,130","164,241","38,721,392"
中華民國,喜從天降,2020/01/23,34,421,"94,080","15,970","3,616,919"
中華民國,殺手撿到槍,2020/01/23,25,369,"82,605","9,359","2,094,660"
中華民國,台北物語2-獲利者,2020/01/16,1,63,"14,040","1,330","305,165"
中華民國,你的情歌,2020/01/02,67,"17,141","3,994,406","61,590","14,470,784"
中華民國,黑熊來了,2019/12/13,7,157,"36,460","51,427","11,725,230"
中華民國,傻傻愛你，傻傻愛我,2019/11/01,1,12,"1,680","42,296","9,477,447"
中華民國,盲人律師,2019/10/18,2,42,"11,010","28,385","6,215,086"
中華民國,江湖無難事,2019/10/09,1,25,"2,420","42,566","9,225,468"
中華民國,返校,2019/09/20,3,246,"14,190","1,120,671","260,442,080"
中華民國,叱咤風雲,2021/01/16,82,"39,514","9,371,808","65,962","15,505,100"
中華民國,牡丹還魂—白先勇與崑曲復興,2021/01/13,2,909,"190,930","1,829","389,130"
中華民國,迷失安狄,2021/01/08,27,"2,389","583,389","9,410","2,266,022"
中華民國,少年阿堯,2021/01/08,7,214,"34,140","1,028","163,730"
中華民國,杏林醫院,2020/12/31,75,"4,294","977,707","125,428","28,884,247"
中華民國,腿,2020/12/24,15,492,"113,952","33,260","7,716,416"
中華民國,十二夜2：回到第零天,2020/11/27,3,29,"6,360","16,877","3,778,097"
中華民國,同學麥娜絲,2020/11/20,3,70,"16,860","191,477","44,701,722"
中華民國,孤味,2020/11/06,35,"1,253","287,229","823,146","190,370,525"
中華民國,親愛的房客,2020/10/23,2,32,"7,955","162,292","38,556,862"
中華民國,無聲,2020/10/15,5,644,"42,355","210,857","49,968,925"
中華民國,刻在你心底的名字,2020/09/30,1,26,"6,130","439,578","103,256,365"
中華民國,消失的情人節,2020/09/18,1,19,"4,305","137,844","32,125,295"
中華民國,大三元,2019/02/01,90,"72,022","16,207,627","91,211","20,492,889"
中華民國,瘋狂電視台瘋電影,2019/02/01,92,"15,841","3,583,050","24,619","5,557,704"
中華民國,寒單,2019/01/23,90,"62,261","14,179,910","190,470","42,807,615"
中華民國,貓影特工,2019/01/18,9,583,"128,480","10,451","2,228,670"
中華民國,回來安平港,2019/01/12,1,4,760,6,960
中華民國,比悲傷更悲傷的故事,2018/11/18,13,"1,187","273,208","1,038,013","239,487,590"
中華民國,有五個姊姊的我就註定要單身了啊！,2018/11/16,1,214,"11,770","20,124","4,339,238"
中華民國,誰先愛上他的,2018/11/02,8,"1,838","161,580","289,708","66,135,325"
中華民國,如常,2019/06/28,27,"8,375","1,811,771","29,858","6,457,868"
中華民國,祝我好好孕,2019/06/06,1,9,"1,830","3,456","729,084"
中華民國,出發,2019/05/31,22,"2,431","532,830","63,107","14,114,908"
中華民國,日落之前,2019/05/31,1,1,230,"3,414","752,869"
中華民國,五月天人生無限公司,2019/05/24,14,"3,105","930,866","157,729","53,444,154"
中華民國,不滅之光,2019/05/24,1,109,"24,000",907,"201,325"
中華民國,老大人,2019/03/22,6,324,"39,470","60,678","13,368,521"
中華民國,一吻定情,2019/02/14,1,52,"4,700","108,700","24,701,560"
中華民國,疾風魅影-黑貓中隊,2018/10/26,1,174,"41,760","17,184","3,676,788"
中華民國,5月天諾亞方舟,2013/09/18,1,200,"55,000","1,331","355,250"
中華民國,非法母親,2021/04/30,1,173,"27,680","2,424","348,023"
中華民國,期末考,2021/04/24,21,"1,143","240,491","1,623","337,431"
中華民國,聽見歌 再唱,2021/04/16,1,14,"2,790","355,230","82,185,898"
中華民國,當男人戀愛時,2021/04/01,4,86,"21,765","1,696,691","405,402,260"
中華民國,東經北緯,2021/03/05,1,4,360,"13,490","3,117,963"
中華民國,角頭－浪流連,2021/02/05,2,49,"4,170","683,680","161,760,715"
中華民國,阿紫,2020/07/31,10,548,"122,394",946,"209,953"
中華民國,野雀之詩,2020/07/24,3,127,"29,575","1,299","284,275"
中華民國,打噴嚏,2020/07/14,92,"15,257","3,525,782","195,621","45,288,978"
中華民國,破處,2020/07/03,6,93,"21,290","66,835","12,586,325"
中華民國,驚夢49天,2020/06/24,1,13,"2,650","19,157","4,359,615"
中華民國,老娘就要這麼活,2020/05/08,1,1,310,"2,655","597,331"
中華民國,女鬼橋,2020/02/27,1,19,"1,990","253,474","58,118,680"
中華民國,詭絲,2006/09/29,8,9,"2,350",194,"45,644"
中華民國,狂徒,2018/10/26,63,"11,225","2,500,897","20,455","4,564,520"
中華民國,疾風魅影－黑貓中隊,2018/10/26,23,"4,760","1,023,806","9,351","2,019,067"
中華民國,幸福城市,2018/10/26,18,"1,770","396,020","3,925","872,142"
中華民國,哈囉！有事嗎,2018/10/23,41,925,"203,702","5,313","1,172,802"
中華民國,紅盒子,2018/10/19,21,"6,226","1,374,898","23,962","5,256,792"
中華民國,紅樓夢,2018/10/19,11,827,"189,860","5,700","1,301,666"
中華民國,明日之星,2018/10/19,4,561,"116,635","6,579","1,415,786"
中華民國,山的那一邊,2018/09/07,1,171,"34,200","24,307","5,393,491"
中華民國,粽邪,2018/08/31,2,166,"18,800","218,257","49,142,075"
中華民國,鬥魚,2018/08/17,4,233,"26,680","134,425","30,404,099"
中華民國,強尼・凱克,2017/12/15,1,24,"3,080","3,459","758,294"
中華民國,青梅竹馬(數位修復版),2017/07/24,1,49,"6,480","6,442","1,396,032"
中華民國,太陽的孩子,2015/09/25,1,2,400,2,400
中華民國,黑熊來了,2019/12/13,33,"10,894","2,486,985","22,219","5,032,099"
中華民國,祭旗,2019/12/13,18,872,"194,960","2,740","606,677"
中華民國,為你存在的每一天,2019/12/13,35,"1,922","427,280","7,022","1,532,068"
中華民國,絕世情歌,2019/12/06,13,72,"22,890","2,568","562,234"
中華民國,我的靈魂是愛做的,2019/12/06,11,453,"101,715","5,469","1,211,961"
中華民國,那個我最親愛的陌生人,2019/11/12,2,175,"33,845","5,905","1,253,737"
中華民國,重甲機神：神降臨,2019/11/08,1,9,"1,960","7,147","1,663,819"
中華民國,陽光普照,2019/11/01,23,"2,137","514,557","108,221","25,649,502"
中華民國,盲人律師,2019/10/18,5,972,"216,155","27,069","5,931,771"
中華民國,江湖無難事,2019/10/09,4,274,"31,600","41,079","9,097,178"
中華民國,返校,2019/09/20,1,68,"15,840","1,109,717","259,550,995"
中華民國,下半場,2019/08/23,1,150,"7,500","102,238","22,965,941"
中華民國,我沒有談的那場戀愛,2021/02/10,102,"64,620","15,443,040","106,751","25,571,969"
中華民國,跟你老婆去旅行,2021/02/10,99,"25,538","6,045,120","42,947","10,155,632"
中華民國,金不厭詐,2021/02/10,18,"2,017","448,690","4,747","1,062,494"
中華民國,角頭－浪流連,2021/02/05,99,"196,930","46,869,416","512,570","121,597,054"
中華民國,緝魂,2021/01/29,94,"48,041","11,519,621","179,195","42,512,189"
中華民國,ME,2021/01/29,3,15,"4,130","1,954","579,401"
中華民國,哭悲,2021/01/22,15,558,"128,360","34,118","7,781,330"
中華民國,聽見臺灣,2021/01/22,1,254,"60,960",473,"104,760"
中華民國,叱咤風雲,2021/01/16,43,"7,769","1,851,534","131,521","30,905,620"
中華民國,牡丹還魂—白先勇與崑曲復興,2021/01/13,1,266,"60,680","3,085","646,005"
中華民國,迷失安狄,2021/01/08,1,150,"28,500","9,888","2,372,937"
中華民國,少年阿堯,2021/01/08,4,30,"4,640","2,050","328,670"
中華民國,杏林醫院,2020/12/31,1,28,"6,595","126,992","29,238,241"
中華民國,腿,2020/12/24,1,7,"1,360","33,562","7,789,590"
中華民國,親愛的殺手,2020/12/04,2,175,"9,310","27,787","6,409,739"
中華民國,同學麥娜絲,2020/11/20,6,498,"36,805","191,975","44,738,527"
中華民國,孤味,2020/11/06,8,"1,782","134,630","826,651","190,736,705"
中華民國,親愛的房客,2020/10/23,1,65,"10,130","162,417","38,578,162"
中華民國,無聲,2020/10/15,1,26,"3,960","211,806","50,052,620"
中華民國,刻在你心底的名字,2020/09/30,4,319,"22,245","441,387","103,399,640"
中華民國,消失的情人節,2020/09/18,6,404,"34,935","139,479","32,248,880"
中華民國,灼人秘密,2019/07/19,49,"12,733","2,940,589","24,118","5,610,856"
中華民國,如常,2019/06/28,10,"1,823","378,955","38,671","8,358,113"
中華民國,出發,2019/05/31,9,"1,353","311,268","68,064","15,170,191"
中華民國,五月天 人生無限公司,2019/05/24,2,572,"168,559","158,986","53,806,839"
中華民國,少年吔，安啦！,2022/07/08,45,"6,657","1,612,415","30,619","7,466,913"
中華民國,KULO,2022/07/08,7,630,"103,920","2,007","323,470"
中華民國,台灣男子葉石濤,2022/06/17,4,274,"55,110","9,672","2,139,523"
中華民國,給阿媽的一封信,2022/05/20,2,233,"43,940","2,425","513,070"
中華民國,少年吔,2022/03/18,2,27,"6,075","139,144","32,544,722"
中華民國,該死的阿修羅,2022/03/11,1,96,"20,865","16,954","3,693,743"
中華民國,美國女孩,2021/12/03,1,317,"69,740","83,250","19,564,211"
中華民國,一家之主,2020/10/07,3,243,"46,717","15,611","3,154,130"
中華民國,逆者,2020/08/07,1,18,"2,130","4,191","823,024"
中華民國,非法母親,2021/04/30,2,0,0,"1,305","167,780"
中華民國,聽見歌 再唱,2021/04/16,35,82,"18,730","354,567","82,031,152"
中華民國,當男人戀愛時,2021/04/01,38,343,"80,955","1,693,525","404,592,467"
中華民國,東經北緯,2021/03/05,3,9,505,"13,386","3,107,658"
中華民國,複身犯,2021/02/26,2,10,725,"63,051","14,671,043"
中華民國,我沒有談的那場戀愛,2021/02/10,5,14,"1,085","159,759","38,012,653"
中華民國,角頭－浪流連,2021/02/05,3,48,"3,095","683,453","161,741,240"
中華民國,我不流行二十年,2020/03/20,8,210,"53,763","1,351","320,402"
中華民國,練愛iNG,2020/03/13,21,232,"54,888","38,649","9,010,683"
中華民國,女鬼橋,2020/02/27,27,215,"49,091","251,064","57,916,425"
中華民國,你的情歌,2020/01/23,3,161,"17,140","82,926","19,401,488"
中華民國,喜從天降,2020/01/23,1,5,700,"16,076","3,637,379"
中華民國,狂飆一夢,2019/11/29,1,1,230,"1,619","353,094"
中華民國,練愛iNG,2020/03/13,53,"3,135","743,813","36,692","8,541,857"
中華民國,女鬼橋,2020/02/27,79,"3,001","695,033","249,485","57,553,307"
中華民國,喜從天降,2020/01/23,1,24,"3,840","16,039","3,631,999"
中華民國,狂飆一夢,2019/11/29,4,54,"12,528","1,609","350,544"
中華民國,玩命貼圖,2019/01/11,49,"3,732","831,054","13,781","3,022,234"
中華民國,愛上卡夫卡,2019/01/04,3,637,"125,665","2,156","454,431"
中華民國,真愛神出來,2019/01/04,1,25,"5,670","2,658","580,992"
中華民國,後勁：王建民,2018/12/14,7,883,"191,200","26,044","6,029,208"
中華民國,幸福定格,2018/11/30,1,31,"6,820","11,388","2,598,463"
中華民國,人面魚紅衣小女孩外傳,2018/11/23,1,6,"1,240","325,977","72,880,150"
中華民國,比悲傷更悲傷的故事,2018/11/18,68,"7,213","1,699,340","1,030,357","237,709,447"
中華民國,有五個姊姊的我就註定要單身了啊！,2018/11/16,2,196,"21,120","19,678","4,304,148"
中華民國,誰先愛上他的,2018/11/02,2,205,"31,830","285,561","65,823,330"
中華民國,藍色項圈,2018/09/14,40,"1,190","278,716","10,920","2,476,569"
中華民國,搖滾樂殺人事件,2018/09/14,14,"1,093","250,965","5,200","1,186,934"
中華民國,山的那一邊,2018/09/07,21,"1,500","340,864","23,864","5,299,696"
中華民國,粽邪,2018/08/31,54,"3,869","864,345","217,494","48,997,564"
中華民國,生生,2018/08/31,4,215,"47,465","8,306","1,822,178"
中華民國,鬥魚,2018/08/17,11,309,"71,770","134,012","30,354,769"
中華民國,范保德,2018/08/17,4,262,"58,000","16,604","3,729,420"
中華民國,切小金家的旅館,2018/07/12,5,783,"72,810","89,437","19,707,121"
中華民國,只有大海知道,2018/06/15,1,100,"23,000","37,862","8,407,462"
中華民國,看不見的台灣,2018/06/15,1,49,"4,900","10,964","2,307,952"
中華民國,親愛的殺手,2020/12/04,67,"11,144","2,576,959","22,281","5,177,411"
中華民國,十二夜2：回到第零天,2020/11/27,52,"3,260","734,785","13,787","3,082,545"
中華民國,迷走廣州,2020/11/27,9,316,"71,930","2,226","486,513"
中華民國,卡卡囌卡卡衝,2020/11/27,2,215,"40,940","1,273","286,517"
中華民國,同學麥娜絲,2020/11/20,75,"20,466","4,822,649","174,572","40,748,178"
中華民國,孤味,2020/11/06,99,"76,640","17,774,163","730,726","168,930,380"
中華民國,親愛的房客,2020/10/23,50,"11,821","2,966,865","152,951","36,385,410"
中華民國,無聲,2020/10/15,34,"1,909","443,340","208,669","49,652,495"
中華民國,千年一問,2020/10/08,1,2,400,"12,353","2,840,216"
中華民國,刻在你心底的名字,2020/09/30,39,"7,971","1,892,988","433,670","101,833,823"
中華民國,消失的情人節,2020/09/18,49,"5,326","1,248,220","134,852","31,442,561"
中華民國,海霧,2020/09/17,1,43,"2,365","51,177","11,489,803"
中華民國,本來面目,2020/09/05,3,162,"34,620","42,318","9,429,387"
中華民國,馗降：粽邪2,2020/09/02,6,554,"38,555","318,577","72,117,795"
中華民國,可不可以，你也剛好喜歡我,2020/08/21,3,213,"21,600","340,589","79,120,574"
中華民國,怪胎,2020/08/05,6,634,"50,980","194,484","45,050,291"
中華民國,傻傻愛你，傻傻愛我,2019/11/01,1,112,"26,880","42,408","9,504,327"
中華民國,後勁：王建民,2018/12/14,28,"3,413","783,809","20,405","4,748,234"
中華民國,幸福定格,2018/11/30,7,834,"190,095","10,918","2,490,853"
中華民國,人面魚紅衣小女孩外傳,2018/11/23,42,"1,661","387,804","325,491","72,768,212"
中華民國,比悲傷更悲傷的故事,2018/11/18,93,"65,188","15,126,154","962,023","221,778,320"
中華民國,誰先愛上他的,2018/11/02,9,921,"217,099","284,427","65,587,255"
中華民國,疾風魅影-黑貓中隊,2018/10/26,1,63,"3,150","16,245","3,504,038"
中華民國,哈囉！有事嗎,2018/10/23,2,83,"4,400","5,523","1,191,087"
中華民國,魔法阿媽,2018/10/22,1,7,"1,120",23,"3,150"
中華民國,山的那一邊,2018/09/07,1,27,"4,050","24,519","5,432,891"
中華民國,粽邪,2018/08/31,2,172,"9,900","219,909","49,273,565"
中華民國,鬥魚,2018/08/17,1,51,"2,805","136,999","30,570,074"
中華民國,尋找背海的人,2022/09/03,1,0,0,1,140
中華民國,他還年輕,2022/09/02,15,"1,768","388,896","5,621","1,229,783"
中華民國,初戀慢半拍,2022/08/24,91,"4,260","1,014,774","29,040","7,016,598"
中華民國,民雄鬼屋,2022/07/29,23,465,"105,599","120,325","29,600,750"
中華民國,台灣男子葉石濤,2022/06/17,1,305,"67,100","10,149","2,244,623"
中華民國,讀中文系的人,2015/12/18,3,22,"6,040",29,"7,730"
中華民國,少年吔，安啦！,1992/07/03,1,3,690,"37,726","9,163,289"
中華民國,科學少女,2022/09/16,46,"4,514","1,021,702","21,670","5,060,956"
中華民國,兜兜風,2022/09/16,22,747,"160,326","3,249","720,206"
中華民國,舞徑,2022/09/16,15,390,"91,474","5,063","1,162,409"
中華民國,關於，半夜夢見林默娘乘著海湧把垃圾全丟進我的未來這件塑，好像是真的,2022/09/16,6,547,"87,520","1,211","193,680"
中華民國,藏匿處,2022/09/08,2,17,"3,930","6,208","1,436,217"
中華民國,他還年輕,2022/09/02,7,782,"174,440","9,470","2,077,017"
中華民國,初戀慢半拍,2022/08/24,7,144,"31,750","31,401","7,552,074"
中華民國,民雄鬼屋,2022/07/29,1,1,200,"120,528","29,647,845"
中華民國,徘徊年代,2022/07/22,1,81,"18,630","4,060","918,200"
中華民國,削瘦的靈魂,2021/03/19,1,0,0,"2,182","490,214"
中華民國,我城,2015/12/18,3,9,"2,580",11,"2,945"
中華民國,東西,2015/12/18,3,0,0,0,0
中華民國,尋找背海的人,2011/04/09,1,0,0,27,"6,870"
中華民國,臥虎藏龍,2000/07/07,23,493,"126,755",554,"138,215"
中華民國,海上花,1998/10/01,6,77,"18,032","2,535","564,357"
中華民國,我的青春都是你,2019/07/05,19,429,"99,620","7,467","1,710,110"
中華民國,如常,2019/06/28,21,"3,254","720,527","36,848","7,979,158"
中華民國,出發,2019/05/31,9,"1,359","276,705","66,711","14,858,923"
中華民國,日落之前,2019/05/31,1,200,"40,000","3,614","792,869"
中華民國,五月天 人生無限公司,2019/05/24,1,98,"29,256","158,414","53,638,280"
中華民國,你的臉+光,2019/05/17,1,92,"20,205","7,269","1,488,500"
中華民國,老大人,2019/03/22,1,49,"4,900","60,832","13,387,451"
中華民國,誰先愛上他的,2018/11/02,93,"73,768","16,945,677","106,545","24,419,655"
中華民國,親愛的卵男日記,2018/11/02,23,"1,509","334,710","2,437","541,861"
中華民國,同學會來嗎,2018/11/02,6,546,"121,175","1,033","228,800"
中華民國,狂徒,2018/10/26,52,"3,875","863,025","24,330","5,427,545"
中華民國,疾風魅影-黑貓中隊,2018/10/26,21,"1,723","388,666","11,074","2,407,733"
中華民國,幸福城市,2018/10/26,12,892,"197,890","4,822","1,071,142"
中華民國,哈囉！有事嗎,2018/10/23,8,41,"9,285","5,354","1,182,087"
中華民國,紅盒子,2018/10/19,19,"2,754","601,810","26,716","5,858,602"
中華民國,紅樓夢,2018/10/19,7,187,"42,695","5,887","1,344,361"
中華民國,山的那一邊,2018/09/07,1,25,"2,500","24,332","5,395,991"
中華民國,粽邪,2018/08/31,4,303,"32,730","218,560","49,174,805"
中華民國,鬥魚,2018/08/17,6,303,"30,670","134,728","30,434,769"
中華民國,詐團圓,2023/01/20,93,"5,339","1,150,950","99,172","23,533,636"
中華民國,山中森林,2023/01/13,53,"3,487","704,075","57,851","13,813,783"
中華民國,我的婆婆怎麼把ＯＯ搞丟了,2023/01/13,90,"10,549","2,105,290","160,278","37,914,211"
中華民國,無邊,2023/01/06,2,119,"27,370","2,565","622,004"
中華民國,想見你,2022/12/30,72,"19,037","4,739,788","525,176","130,023,311"
中華民國,一起一起,2022/12/16,30,608,"138,812","3,559","842,866"
中華民國,家家,2022/12/16,1,4,640,"1,484","235,425"
中華民國,稻浪上的夢想家,2022/11/20,1,131,"30,130","1,527","333,210"
中華民國,一家子兒咕咕叫,2022/11/18,1,32,"3,960","18,338","3,937,969"
中華民國,哈勇家,2022/11/11,2,45,"5,290","60,718","13,417,230"
中華民國,流麻溝十五號,2022/10/28,9,"1,467","319,285","173,553","39,286,945"
中華民國,你在我心上,2022/10/07,2,108,"7,914","68,246","15,734,675"
中華民國,科學少女,2022/09/16,47,"8,106","1,859,009","17,156","4,039,254"
中華民國,舞徑,2022/09/16,18,"1,347","316,619","4,673","1,070,935"
中華民國,兜兜風,2022/09/16,3,"1,004","218,380","2,502","559,880"
中華民國,關於，半夜夢見林默娘乘著海湧把垃圾全丟進我的未來這件塑，好像是真的,2022/09/16,6,493,"78,880",664,"106,160"
中華民國,藏匿處,2022/09/08,24,892,"201,297","6,191","1,432,287"
中華民國,大俠胡金銓 第二部曲—斷腸人在天涯,2022/09/03,4,654,"136,920","1,886","406,160"
中華民國,大俠胡金銓 第一部曲—先知曾經來過,2022/09/03,4,654,"136,920","1,886","406,160"
中華民國,尋找背海的人,2022/09/03,4,26,"6,730",27,"6,870"
中華民國,他還年輕,2022/09/02,10,"1,014","221,975","8,688","1,902,577"
中華民國,初戀慢半拍,2022/08/24,24,625,"135,398","31,257","7,520,324"
中華民國,民雄鬼屋,2022/07/29,7,47,"10,245","120,527","29,647,645"
中華民國,削瘦的靈魂,2021/03/19,1,1,220,"2,182","490,214"
中華民國,海上花,1998/10/01,6,21,"4,625","2,458","546,325"
中華民國,灼人秘密,2019/07/16,8,124,"29,215","30,480","7,080,189"
中華民國,如常,2019/06/28,3,63,"12,600","40,224","8,679,188"
中華民國,亡命之途,2019/06/06,2,16,"1,070","7,657","1,612,662"
中華民國,出發,2019/05/31,1,133,"23,940","68,627","15,282,001"
中華民國,蚵豐村,2020/06/05,17,"1,763","398,895","3,220","729,639"
中華民國,老娘就要這麼活,2020/05/08,2,50,"11,960","1,134","253,236"
中華民國,練愛iNG,2020/03/13,2,327,"17,415","39,332","9,076,509"
中華民國,女鬼橋,2020/02/27,4,321,"20,990","252,662","58,059,505"
中華民國,你的情歌,2020/01/23,2,41,"2,185","83,936","19,473,938"
中華民國,一一,2017/07/28,1,36,"8,520","22,294","5,131,072"
中華民國,目擊者,2017/03/31,10,152,"38,792","232,722","52,454,604"
中華民國,樓下的房客,2016/08/12,10,151,"36,849","505,540","116,216,449"
中華民國,少年吔，安啦！,2022/07/08,45,"11,847","2,870,006","23,962","5,854,498"
中華民國,KULO,2022/07/08,7,624,"99,280","1,377","219,550"
中華民國,台灣男子葉石濤,2022/06/17,5,591,"121,380","9,398","2,084,413"
中華民國,格瑞特真相,2022/05/13,1,0,0,271,"60,417"
中華民國,少年吔,2022/03/18,2,31,"7,329","139,117","32,538,647"
中華民國,咒,2022/03/18,1,11,"2,680","721,528","171,754,843"
中華民國,素還真,2022/01/28,12,54,"12,482","95,329","22,654,941"
中華民國,美國女孩,2021/12/03,1,186,"40,920","82,933","19,494,471"
中華民國,一家之主,2020/10/07,1,32,"5,120","15,368","3,107,413"
中華民國,聖石傳說,2000/01/22,13,66,"15,595",895,"217,993"
中華民國,愛別離苦,2022/02/18,17,"1,263","278,199","5,724","1,261,241"
中華民國,嗨！神獸,2022/02/01,1,9,"1,970","7,139","1,666,470"
中華民國,我吃了那男孩一整年的早餐,2022/01/28,90,"19,546","4,718,287","284,157","68,692,786"
中華民國,素還真,2022/01/28,44,"1,846","434,686","93,248","22,230,135"
中華民國,諸葛四郎─英雄的英雄,2022/01/28,3,50,"11,620","7,347","1,704,405"
中華民國,妖果小學─水果奶奶的大秘密,2022/01/21,3,47,"11,599","5,020","1,171,257"
中華民國,一杯熱奶茶的等待,2021/12/24,3,283,"16,896","37,335","9,071,979"
中華民國,高山上的熱氣球,2021/12/22,1,185,"40,700",576,"123,110"
中華民國,尋找神話之鳥,2021/12/17,1,133,"23,940","10,903","2,320,059"
中華民國,美國女孩,2021/12/03,6,327,"31,750","81,683","19,233,656"
中華民國,月老,2021/11/24,15,700,"171,383","1,087,020","263,851,587"
中華民國,青春弒戀,2021/11/19,1,31,"4,700","16,098","3,876,336"
中華民國,瀑布,2021/10/29,3,116,"12,280","154,699","36,445,358"
中華民國,詐團圓,2023/01/20,98,"58,452","14,040,741","81,011","19,398,223"
中華民國,山中森林,2023/01/13,85,"13,470","3,275,821","49,757","11,973,954"
